,Taxon,Class,Importer,Exporter,Purpose,Source,order,phylum
0,Vicugna vicugna,Mammalia,BY,RU,Z,C,Artiodactyla,Chordata
1,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
2,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
3,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
4,Vicugna vicugna,Mammalia,DE,CH,B,C,Artiodactyla,Chordata
5,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
6,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
7,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
8,Vicugna vicugna,Mammalia,MX,FR,T,C,Artiodactyla,Chordata
9,Vicugna vicugna,Mammalia,RU,CZ,Z,C,Artiodactyla,Chordata
10,Vicugna vicugna,Mammalia,TR,IT,T,W,Artiodactyla,Chordata
11,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
12,Vicugna vicugna,Mammalia,AD,IT,T,W,Artiodactyla,Chordata
13,Vicugna vicugna,Mammalia,AD,IT,T,W,Artiodactyla,Chordata
14,Vicugna vicugna,Mammalia,AD,IT,T,W,Artiodactyla,Chordata
15,Vicugna vicugna,Mammalia,AD,IT,T,W,Artiodactyla,Chordata
16,Vicugna vicugna,Mammalia,AD,IT,T,W,Artiodactyla,Chordata
17,Vicugna vicugna,Mammalia,AE,FR,T,C,Artiodactyla,Chordata
18,Vicugna vicugna,Mammalia,AE,FR,T,W,Artiodactyla,Chordata
19,Vicugna vicugna,Mammalia,AE,GB,T,W,Artiodactyla,Chordata
20,Vicugna vicugna,Mammalia,AE,IT,T,C,Artiodactyla,Chordata
21,Vicugna vicugna,Mammalia,AE,IT,T,W,Artiodactyla,Chordata
22,Vicugna vicugna,Mammalia,AE,IT,T,W,Artiodactyla,Chordata
23,Vicugna vicugna,Mammalia,AE,IT,T,W,Artiodactyla,Chordata
24,Vicugna vicugna,Mammalia,AE,IT,T,W,Artiodactyla,Chordata
25,Vicugna vicugna,Mammalia,AR,IT,P,W,Artiodactyla,Chordata
26,Vicugna vicugna,Mammalia,AR,PE,T,W,Artiodactyla,Chordata
27,Vicugna vicugna,Mammalia,AU,GB,T,W,Artiodactyla,Chordata
28,Vicugna vicugna,Mammalia,AU,IT,P,W,Artiodactyla,Chordata
29,Vicugna vicugna,Mammalia,AU,IT,T,W,Artiodactyla,Chordata
30,Vicugna vicugna,Mammalia,AU,IT,P,W,Artiodactyla,Chordata
31,Vicugna vicugna,Mammalia,AZ,IT,P,W,Artiodactyla,Chordata
32,Vicugna vicugna,Mammalia,AZ,IT,T,W,Artiodactyla,Chordata
33,Vicugna vicugna,Mammalia,BH,IT,T,W,Artiodactyla,Chordata
34,Vicugna vicugna,Mammalia,BR,IT,P,W,Artiodactyla,Chordata
35,Vicugna vicugna,Mammalia,BR,IT,T,W,Artiodactyla,Chordata
36,Vicugna vicugna,Mammalia,BR,IT,P,W,Artiodactyla,Chordata
37,Vicugna vicugna,Mammalia,CA,FR,T,W,Artiodactyla,Chordata
38,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
39,Vicugna vicugna,Mammalia,CA,IT,P,W,Artiodactyla,Chordata
40,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
41,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
42,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
43,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
44,Vicugna vicugna,Mammalia,CA,IT,T,W,Artiodactyla,Chordata
45,Vicugna vicugna,Mammalia,CA,PE,T,W,Artiodactyla,Chordata
46,Vicugna vicugna,Mammalia,CA,PE,T,W,Artiodactyla,Chordata
47,Vicugna vicugna,Mammalia,CH,FR,T,C,Artiodactyla,Chordata
48,Vicugna vicugna,Mammalia,CH,FR,T,W,Artiodactyla,Chordata
49,Vicugna vicugna,Mammalia,CH,FR,T,W,Artiodactyla,Chordata
50,Vicugna vicugna,Mammalia,CH,IT,P,W,Artiodactyla,Chordata
51,Vicugna vicugna,Mammalia,CH,IT,T,C,Artiodactyla,Chordata
52,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
53,Vicugna vicugna,Mammalia,CH,IT,P,W,Artiodactyla,Chordata
54,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
55,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
56,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
57,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
58,Vicugna vicugna,Mammalia,CH,IT,P,W,Artiodactyla,Chordata
59,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
60,Vicugna vicugna,Mammalia,CH,IT,T,W,Artiodactyla,Chordata
61,Vicugna vicugna,Mammalia,CH,PE,T,W,Artiodactyla,Chordata
62,Vicugna vicugna,Mammalia,CH,PE,T,W,Artiodactyla,Chordata
63,Vicugna vicugna,Mammalia,CL,PE,T,W,Artiodactyla,Chordata
64,Vicugna vicugna,Mammalia,CN,CH,T,W,Artiodactyla,Chordata
65,Vicugna vicugna,Mammalia,CN,CH,T,W,Artiodactyla,Chordata
66,Vicugna vicugna,Mammalia,CN,CH,T,W,Artiodactyla,Chordata
67,Vicugna vicugna,Mammalia,CN,CH,T,W,Artiodactyla,Chordata
68,Vicugna vicugna,Mammalia,CN,CH,T,W,Artiodactyla,Chordata
69,Vicugna vicugna,Mammalia,CN,FR,T,C,Artiodactyla,Chordata
70,Vicugna vicugna,Mammalia,CN,FR,T,W,Artiodactyla,Chordata
71,Vicugna vicugna,Mammalia,CN,FR,T,W,Artiodactyla,Chordata
72,Vicugna vicugna,Mammalia,CN,FR,T,W,Artiodactyla,Chordata
73,Vicugna vicugna,Mammalia,CN,FR,T,W,Artiodactyla,Chordata
74,Vicugna vicugna,Mammalia,CN,GB,T,W,Artiodactyla,Chordata
75,Vicugna vicugna,Mammalia,CN,GB,T,W,Artiodactyla,Chordata
76,Vicugna vicugna,Mammalia,CN,GB,T,W,Artiodactyla,Chordata
77,Vicugna vicugna,Mammalia,CN,GB,T,W,Artiodactyla,Chordata
78,Vicugna vicugna,Mammalia,CN,IT,P,C,Artiodactyla,Chordata
79,Vicugna vicugna,Mammalia,CN,IT,P,W,Artiodactyla,Chordata
80,Vicugna vicugna,Mammalia,CN,IT,T,C,Artiodactyla,Chordata
81,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
82,Vicugna vicugna,Mammalia,CN,IT,P,W,Artiodactyla,Chordata
83,Vicugna vicugna,Mammalia,CN,IT,P,W,Artiodactyla,Chordata
84,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
85,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
86,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
87,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
88,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
89,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
90,Vicugna vicugna,Mammalia,CN,IT,P,W,Artiodactyla,Chordata
91,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
92,Vicugna vicugna,Mammalia,CN,IT,P,W,Artiodactyla,Chordata
93,Vicugna vicugna,Mammalia,CN,IT,T,W,Artiodactyla,Chordata
94,Vicugna vicugna,Mammalia,CN,PE,T,W,Artiodactyla,Chordata
95,Vicugna vicugna,Mammalia,DE,AR,T,W,Artiodactyla,Chordata
96,Vicugna vicugna,Mammalia,DE,AR,T,W,Artiodactyla,Chordata
97,Vicugna vicugna,Mammalia,DE,AR,T,W,Artiodactyla,Chordata
98,Vicugna vicugna,Mammalia,DE,AR,T,W,Artiodactyla,Chordata
99,Vicugna vicugna,Mammalia,DE,PE,T,W,Artiodactyla,Chordata
100,Vicugna vicugna,Mammalia,DE,PE,T,W,Artiodactyla,Chordata
101,Vicugna vicugna,Mammalia,DE,PE,T,W,Artiodactyla,Chordata
102,Vicugna vicugna,Mammalia,DE,PE,T,W,Artiodactyla,Chordata
103,Vicugna vicugna,Mammalia,EC,IT,T,W,Artiodactyla,Chordata
104,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
105,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
106,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
107,Vicugna vicugna,Mammalia,FR,CH,T,W,Artiodactyla,Chordata
108,Vicugna vicugna,Mammalia,FR,FR,T,W,Artiodactyla,Chordata
109,Vicugna vicugna,Mammalia,FR,PE,T,W,Artiodactyla,Chordata
110,Vicugna vicugna,Mammalia,GB,CN,T,W,Artiodactyla,Chordata
111,Vicugna vicugna,Mammalia,GB,HK,T,W,Artiodactyla,Chordata
112,Vicugna vicugna,Mammalia,GB,JP,T,W,Artiodactyla,Chordata
113,Vicugna vicugna,Mammalia,HK,CH,T,W,Artiodactyla,Chordata
114,Vicugna vicugna,Mammalia,HK,CH,T,W,Artiodactyla,Chordata
115,Vicugna vicugna,Mammalia,HK,CH,T,W,Artiodactyla,Chordata
116,Vicugna vicugna,Mammalia,HK,FR,T,W,Artiodactyla,Chordata
117,Vicugna vicugna,Mammalia,HK,FR,T,W,Artiodactyla,Chordata
118,Vicugna vicugna,Mammalia,HK,FR,T,W,Artiodactyla,Chordata
119,Vicugna vicugna,Mammalia,HK,FR,T,W,Artiodactyla,Chordata
120,Vicugna vicugna,Mammalia,HK,GB,T,W,Artiodactyla,Chordata
121,Vicugna vicugna,Mammalia,HK,GB,T,W,Artiodactyla,Chordata
122,Vicugna vicugna,Mammalia,HK,IT,T,C,Artiodactyla,Chordata
123,Vicugna vicugna,Mammalia,HK,IT,T,W,Artiodactyla,Chordata
124,Vicugna vicugna,Mammalia,HK,IT,P,W,Artiodactyla,Chordata
125,Vicugna vicugna,Mammalia,HK,IT,T,W,Artiodactyla,Chordata
126,Vicugna vicugna,Mammalia,HK,IT,T,W,Artiodactyla,Chordata
127,Vicugna vicugna,Mammalia,HK,IT,T,W,Artiodactyla,Chordata
128,Vicugna vicugna,Mammalia,HK,IT,T,W,Artiodactyla,Chordata
129,Vicugna vicugna,Mammalia,HK,PE,T,W,Artiodactyla,Chordata
130,Vicugna vicugna,Mammalia,IL,IT,P,W,Artiodactyla,Chordata
131,Vicugna vicugna,Mammalia,IL,IT,P,W,Artiodactyla,Chordata
132,Vicugna vicugna,Mammalia,IN,IT,T,W,Artiodactyla,Chordata
133,Vicugna vicugna,Mammalia,IN,IT,T,W,Artiodactyla,Chordata
134,Vicugna vicugna,Mammalia,IR,IT,T,W,Artiodactyla,Chordata
135,Vicugna vicugna,Mammalia,IT,AR,T,W,Artiodactyla,Chordata
136,Vicugna vicugna,Mammalia,IT,AR,T,W,Artiodactyla,Chordata
137,Vicugna vicugna,Mammalia,IT,CH,T,W,Artiodactyla,Chordata
138,Vicugna vicugna,Mammalia,IT,CH,T,W,Artiodactyla,Chordata
139,Vicugna vicugna,Mammalia,IT,CH,T,W,Artiodactyla,Chordata
140,Vicugna vicugna,Mammalia,IT,CH,T,W,Artiodactyla,Chordata
141,Vicugna vicugna,Mammalia,IT,CN,T,W,Artiodactyla,Chordata
142,Vicugna vicugna,Mammalia,IT,CN,T,W,Artiodactyla,Chordata
143,Vicugna vicugna,Mammalia,IT,JP,T,W,Artiodactyla,Chordata
144,Vicugna vicugna,Mammalia,IT,JP,T,W,Artiodactyla,Chordata
145,Vicugna vicugna,Mammalia,IT,JP,T,W,Artiodactyla,Chordata
146,Vicugna vicugna,Mammalia,IT,KR,T,W,Artiodactyla,Chordata
147,Vicugna vicugna,Mammalia,IT,KR,T,W,Artiodactyla,Chordata
148,Vicugna vicugna,Mammalia,IT,MC,T,W,Artiodactyla,Chordata
149,Vicugna vicugna,Mammalia,IT,MC,T,W,Artiodactyla,Chordata
150,Vicugna vicugna,Mammalia,IT,PE,T,W,Artiodactyla,Chordata
151,Vicugna vicugna,Mammalia,IT,PE,T,W,Artiodactyla,Chordata
152,Vicugna vicugna,Mammalia,IT,US,T,C,Artiodactyla,Chordata
153,Vicugna vicugna,Mammalia,IT,US,T,W,Artiodactyla,Chordata
154,Vicugna vicugna,Mammalia,JP,CH,T,W,Artiodactyla,Chordata
155,Vicugna vicugna,Mammalia,JP,CH,T,W,Artiodactyla,Chordata
156,Vicugna vicugna,Mammalia,JP,FR,T,W,Artiodactyla,Chordata
157,Vicugna vicugna,Mammalia,JP,FR,T,W,Artiodactyla,Chordata
158,Vicugna vicugna,Mammalia,JP,GB,T,W,Artiodactyla,Chordata
159,Vicugna vicugna,Mammalia,JP,GB,T,W,Artiodactyla,Chordata
160,Vicugna vicugna,Mammalia,JP,GB,T,W,Artiodactyla,Chordata
161,Vicugna vicugna,Mammalia,JP,IT,T,C,Artiodactyla,Chordata
162,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
163,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
164,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
165,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
166,Vicugna vicugna,Mammalia,JP,IT,P,W,Artiodactyla,Chordata
167,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
168,Vicugna vicugna,Mammalia,JP,IT,T,W,Artiodactyla,Chordata
169,Vicugna vicugna,Mammalia,JP,PE,T,W,Artiodactyla,Chordata
170,Vicugna vicugna,Mammalia,JP,PE,T,W,Artiodactyla,Chordata
171,Vicugna vicugna,Mammalia,JP,PE,T,W,Artiodactyla,Chordata
172,Vicugna vicugna,Mammalia,KR,FR,T,W,Artiodactyla,Chordata
173,Vicugna vicugna,Mammalia,KR,IT,P,W,Artiodactyla,Chordata
174,Vicugna vicugna,Mammalia,KR,IT,T,W,Artiodactyla,Chordata
175,Vicugna vicugna,Mammalia,KR,IT,T,W,Artiodactyla,Chordata
176,Vicugna vicugna,Mammalia,KR,IT,T,W,Artiodactyla,Chordata
177,Vicugna vicugna,Mammalia,KR,IT,P,W,Artiodactyla,Chordata
178,Vicugna vicugna,Mammalia,KR,IT,T,W,Artiodactyla,Chordata
179,Vicugna vicugna,Mammalia,KR,PE,P,W,Artiodactyla,Chordata
180,Vicugna vicugna,Mammalia,KW,IT,T,W,Artiodactyla,Chordata
181,Vicugna vicugna,Mammalia,KW,IT,T,W,Artiodactyla,Chordata
182,Vicugna vicugna,Mammalia,KW,IT,T,W,Artiodactyla,Chordata
183,Vicugna vicugna,Mammalia,KW,IT,T,W,Artiodactyla,Chordata
184,Vicugna vicugna,Mammalia,KZ,IT,T,W,Artiodactyla,Chordata
185,Vicugna vicugna,Mammalia,LB,IT,P,W,Artiodactyla,Chordata
186,Vicugna vicugna,Mammalia,MC,FR,T,W,Artiodactyla,Chordata
187,Vicugna vicugna,Mammalia,MC,IT,T,W,Artiodactyla,Chordata
188,Vicugna vicugna,Mammalia,MC,IT,P,W,Artiodactyla,Chordata
189,Vicugna vicugna,Mammalia,MC,IT,T,W,Artiodactyla,Chordata
190,Vicugna vicugna,Mammalia,MC,IT,P,W,Artiodactyla,Chordata
191,Vicugna vicugna,Mammalia,MC,IT,T,W,Artiodactyla,Chordata
192,Vicugna vicugna,Mammalia,MO,CH,T,W,Artiodactyla,Chordata
193,Vicugna vicugna,Mammalia,MX,IT,P,W,Artiodactyla,Chordata
194,Vicugna vicugna,Mammalia,MX,IT,T,W,Artiodactyla,Chordata
195,Vicugna vicugna,Mammalia,MX,PE,T,W,Artiodactyla,Chordata
196,Vicugna vicugna,Mammalia,MY,IT,P,W,Artiodactyla,Chordata
197,Vicugna vicugna,Mammalia,MY,IT,T,W,Artiodactyla,Chordata
198,Vicugna vicugna,Mammalia,NP,IT,T,W,Artiodactyla,Chordata
199,Vicugna vicugna,Mammalia,OM,FR,T,C,Artiodactyla,Chordata
200,Vicugna vicugna,Mammalia,PE,IT,T,W,Artiodactyla,Chordata
201,Vicugna vicugna,Mammalia,PE,XX,T,W,Artiodactyla,Chordata
202,Vicugna vicugna,Mammalia,PE,XX,T,W,Artiodactyla,Chordata
203,Vicugna vicugna,Mammalia,PK,IT,T,W,Artiodactyla,Chordata
204,Vicugna vicugna,Mammalia,QA,IT,P,W,Artiodactyla,Chordata
205,Vicugna vicugna,Mammalia,QA,IT,T,W,Artiodactyla,Chordata
206,Vicugna vicugna,Mammalia,QA,IT,T,W,Artiodactyla,Chordata
207,Vicugna vicugna,Mammalia,QA,IT,T,W,Artiodactyla,Chordata
208,Vicugna vicugna,Mammalia,QA,IT,P,W,Artiodactyla,Chordata
209,Vicugna vicugna,Mammalia,QA,IT,T,W,Artiodactyla,Chordata
210,Vicugna vicugna,Mammalia,RS,IT,P,W,Artiodactyla,Chordata
211,Vicugna vicugna,Mammalia,RU,AR,P,C,Artiodactyla,Chordata
212,Vicugna vicugna,Mammalia,RU,FR,T,W,Artiodactyla,Chordata
213,Vicugna vicugna,Mammalia,RU,IT,P,C,Artiodactyla,Chordata
214,Vicugna vicugna,Mammalia,RU,IT,P,W,Artiodactyla,Chordata
215,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
216,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
217,Vicugna vicugna,Mammalia,RU,IT,P,W,Artiodactyla,Chordata
218,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
219,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
220,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
221,Vicugna vicugna,Mammalia,RU,IT,P,W,Artiodactyla,Chordata
222,Vicugna vicugna,Mammalia,RU,IT,T,W,Artiodactyla,Chordata
223,Vicugna vicugna,Mammalia,RU,IT,P,W,Artiodactyla,Chordata
224,Vicugna vicugna,Mammalia,SA,IT,P,W,Artiodactyla,Chordata
225,Vicugna vicugna,Mammalia,SA,IT,T,W,Artiodactyla,Chordata
226,Vicugna vicugna,Mammalia,SA,IT,P,W,Artiodactyla,Chordata
227,Vicugna vicugna,Mammalia,SA,IT,T,W,Artiodactyla,Chordata
228,Vicugna vicugna,Mammalia,SG,IT,T,C,Artiodactyla,Chordata
229,Vicugna vicugna,Mammalia,SG,IT,T,W,Artiodactyla,Chordata
230,Vicugna vicugna,Mammalia,SG,IT,T,W,Artiodactyla,Chordata
231,Vicugna vicugna,Mammalia,SG,IT,P,W,Artiodactyla,Chordata
232,Vicugna vicugna,Mammalia,SG,IT,T,W,Artiodactyla,Chordata
233,Vicugna vicugna,Mammalia,TG,IT,P,W,Artiodactyla,Chordata
234,Vicugna vicugna,Mammalia,TH,IT,T,W,Artiodactyla,Chordata
235,Vicugna vicugna,Mammalia,TH,IT,P,W,Artiodactyla,Chordata
236,Vicugna vicugna,Mammalia,TR,CH,T,W,Artiodactyla,Chordata
237,Vicugna vicugna,Mammalia,TR,FR,T,W,Artiodactyla,Chordata
238,Vicugna vicugna,Mammalia,TR,IT,T,W,Artiodactyla,Chordata
239,Vicugna vicugna,Mammalia,TR,IT,T,W,Artiodactyla,Chordata
240,Vicugna vicugna,Mammalia,TR,IT,T,W,Artiodactyla,Chordata
241,Vicugna vicugna,Mammalia,TR,IT,T,W,Artiodactyla,Chordata
242,Vicugna vicugna,Mammalia,TW,IT,P,W,Artiodactyla,Chordata
243,Vicugna vicugna,Mammalia,TW,IT,P,W,Artiodactyla,Chordata
244,Vicugna vicugna,Mammalia,TW,IT,T,W,Artiodactyla,Chordata
245,Vicugna vicugna,Mammalia,TW,IT,T,W,Artiodactyla,Chordata
246,Vicugna vicugna,Mammalia,TW,IT,P,W,Artiodactyla,Chordata
247,Vicugna vicugna,Mammalia,TW,IT,T,W,Artiodactyla,Chordata
248,Vicugna vicugna,Mammalia,UA,FR,T,W,Artiodactyla,Chordata
249,Vicugna vicugna,Mammalia,UA,IT,T,W,Artiodactyla,Chordata
250,Vicugna vicugna,Mammalia,US,AR,S,W,Artiodactyla,Chordata
251,Vicugna vicugna,Mammalia,US,AR,P,W,Artiodactyla,Chordata
252,Vicugna vicugna,Mammalia,US,AR,S,W,Artiodactyla,Chordata
253,Vicugna vicugna,Mammalia,US,AR,S,W,Artiodactyla,Chordata
254,Vicugna vicugna,Mammalia,US,CH,T,W,Artiodactyla,Chordata
255,Vicugna vicugna,Mammalia,US,CH,T,W,Artiodactyla,Chordata
256,Vicugna vicugna,Mammalia,US,CH,T,W,Artiodactyla,Chordata
257,Vicugna vicugna,Mammalia,US,EE,T,I,Artiodactyla,Chordata
258,Vicugna vicugna,Mammalia,US,FR,T,W,Artiodactyla,Chordata
259,Vicugna vicugna,Mammalia,US,GB,T,W,Artiodactyla,Chordata
260,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
261,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
262,Vicugna vicugna,Mammalia,US,IT,P,C,Artiodactyla,Chordata
263,Vicugna vicugna,Mammalia,US,IT,P,W,Artiodactyla,Chordata
264,Vicugna vicugna,Mammalia,US,IT,T,C,Artiodactyla,Chordata
265,Vicugna vicugna,Mammalia,US,IT,T,I,Artiodactyla,Chordata
266,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
267,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
268,Vicugna vicugna,Mammalia,US,IT,P,W,Artiodactyla,Chordata
269,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
270,Vicugna vicugna,Mammalia,US,IT,T,I,Artiodactyla,Chordata
271,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
272,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
273,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
274,Vicugna vicugna,Mammalia,US,IT,P,W,Artiodactyla,Chordata
275,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
276,Vicugna vicugna,Mammalia,US,IT,T,W,Artiodactyla,Chordata
277,Vicugna vicugna,Mammalia,US,PE,P,I,Artiodactyla,Chordata
278,Vicugna vicugna,Mammalia,US,PE,P,I,Artiodactyla,Chordata
279,Vicugna vicugna,Mammalia,US,PE,T,W,Artiodactyla,Chordata
280,Vicugna vicugna,Mammalia,US,PE,T,W,Artiodactyla,Chordata
281,Vicugna vicugna,Mammalia,US,PE,T,W,Artiodactyla,Chordata
282,Vicugna vicugna,Mammalia,US,PE,T,W,Artiodactyla,Chordata
283,Vicugna vicugna,Mammalia,UY,IT,T,W,Artiodactyla,Chordata
284,Vicugna vicugna,Mammalia,UZ,IT,P,W,Artiodactyla,Chordata
285,Vicugna vicugna,Mammalia,UZ,IT,T,W,Artiodactyla,Chordata
286,Vicugna vicugna,Mammalia,VG,IT,T,W,Artiodactyla,Chordata
287,Vicugna vicugna,Mammalia,VN,IT,T,W,Artiodactyla,Chordata
288,Vicugna vicugna,Mammalia,VN,IT,P,W,Artiodactyla,Chordata
289,Vicugna vicugna,Mammalia,VN,IT,T,W,Artiodactyla,Chordata
290,Vicugna vicugna,Mammalia,XX,IT,P,W,Artiodactyla,Chordata
291,Vicugna vicugna,Mammalia,XX,IT,P,W,Artiodactyla,Chordata
292,Vicugna vicugna,Mammalia,XX,MC,P,C,Artiodactyla,Chordata
293,Vicugna vicugna,Mammalia,XX,MC,P,W,Artiodactyla,Chordata
294,Vicugna vicugna,Mammalia,XX,MC,P,W,Artiodactyla,Chordata
295,Vicugna vicugna,Mammalia,ZA,IT,T,W,Artiodactyla,Chordata
296,Vicugna vicugna,Mammalia,GB,PE,T,W,Artiodactyla,Chordata
297,Vicugna vicugna,Mammalia,IT,PE,T,W,Artiodactyla,Chordata
298,Vicugna vicugna,Mammalia,US,PE,T,W,Artiodactyla,Chordata
299,Crocodylus niloticus,Reptilia,AE,UG,E,W,Crocodylia,Chordata
300,Crocodylus niloticus,Reptilia,AE,UG,E,W,Crocodylia,Chordata
301,Crocodylus niloticus,Reptilia,CH,DE,Q,O,Crocodylia,Chordata
302,Crocodylus niloticus,Reptilia,CH,FR,T,C,Crocodylia,Chordata
303,Crocodylus niloticus,Reptilia,CN,ES,T,R,Crocodylia,Chordata
304,Crocodylus niloticus,Reptilia,CZ,ZA,T,D,Crocodylia,Chordata
305,Crocodylus niloticus,Reptilia,DE,CH,S,C,Crocodylia,Chordata
306,Crocodylus niloticus,Reptilia,FR,JP,Q,O,Crocodylia,Chordata
307,Crocodylus niloticus,Reptilia,FR,JP,Q,O,Crocodylia,Chordata
308,Crocodylus niloticus,Reptilia,FR,JP,Q,O,Crocodylia,Chordata
309,Crocodylus niloticus,Reptilia,JP,FR,Q,O,Crocodylia,Chordata
310,Crocodylus niloticus,Reptilia,JP,FR,Q,O,Crocodylia,Chordata
311,Crocodylus niloticus,Reptilia,JP,FR,Q,O,Crocodylia,Chordata
312,Crocodylus niloticus,Reptilia,KR,US,Q,O,Crocodylia,Chordata
313,Crocodylus niloticus,Reptilia,MY,SG,T,D,Crocodylia,Chordata
314,Crocodylus niloticus,Reptilia,NO,CH,T,R,Crocodylia,Chordata
315,Crocodylus niloticus,Reptilia,PT,SN,T,D,Crocodylia,Chordata
316,Crocodylus niloticus,Reptilia,SA,TR,T,W,Crocodylia,Chordata
317,Crocodylus niloticus,Reptilia,SG,FR,T,O,Crocodylia,Chordata
318,Crocodylus niloticus,Reptilia,SN,US,L,I,Crocodylia,Chordata
319,Crocodylus niloticus,Reptilia,TR,CH,T,C,Crocodylia,Chordata
320,Crocodylus niloticus,Reptilia,TR,CH,T,R,Crocodylia,Chordata
321,Crocodylus niloticus,Reptilia,TR,CH,T,W,Crocodylia,Chordata
322,Crocodylus niloticus,Reptilia,TR,ES,T,C,Crocodylia,Chordata
323,Crocodylus niloticus,Reptilia,TR,ES,T,C,Crocodylia,Chordata
324,Crocodylus niloticus,Reptilia,TR,ES,T,W,Crocodylia,Chordata
325,Crocodylus niloticus,Reptilia,TR,IT,T,C,Crocodylia,Chordata
326,Crocodylus niloticus,Reptilia,TR,NL,T,W,Crocodylia,Chordata
327,Crocodylus niloticus,Reptilia,TW,FR,T,C,Crocodylia,Chordata
328,Crocodylus niloticus,Reptilia,UG,AE,E,W,Crocodylia,Chordata
329,Crocodylus niloticus,Reptilia,UG,AE,E,W,Crocodylia,Chordata
330,Crocodylus niloticus,Reptilia,US,CA,T,I,Crocodylia,Chordata
331,Crocodylus niloticus,Reptilia,US,CH,T,I,Crocodylia,Chordata
332,Crocodylus niloticus,Reptilia,US,ES,T,R,Crocodylia,Chordata
333,Crocodylus niloticus,Reptilia,US,FR,T,R,Crocodylia,Chordata
334,Crocodylus niloticus,Reptilia,US,GB,P,I,Crocodylia,Chordata
335,Crocodylus niloticus,Reptilia,US,GB,T,I,Crocodylia,Chordata
336,Crocodylus niloticus,Reptilia,US,KR,P,I,Crocodylia,Chordata
337,Crocodylus niloticus,Reptilia,US,LT,P,I,Crocodylia,Chordata
338,Crocodylus niloticus,Reptilia,US,MX,P,I,Crocodylia,Chordata
339,Crocodylus niloticus,Reptilia,US,MX,P,I,Crocodylia,Chordata
340,Crocodylus niloticus,Reptilia,US,SD,P,I,Crocodylia,Chordata
