,Year,Taxon,Class,Importer,Exporter,Purpose,Source
22614,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22615,2016,Macaca fascicularis,Mammalia,CH,FR,M,F
22616,2016,Macaca fascicularis,Mammalia,CH,FR,M,F
22617,2016,Macaca fascicularis,Mammalia,CH,FR,M,F
22618,2016,Macaca fascicularis,Mammalia,CH,FR,M,F
22619,2016,Macaca fascicularis,Mammalia,CH,FR,M,W
22620,2016,Macaca fascicularis,Mammalia,CH,FR,M,F
22621,2016,Macaca fascicularis,Mammalia,CH,FR,S,F
22622,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22623,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22624,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22625,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22626,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22627,2016,Macaca fascicularis,Mammalia,CH,FR,M,C
22628,2016,Macaca fascicularis,Mammalia,CH,GB,M,C
22629,2016,Macaca fascicularis,Mammalia,CH,GB,M,F
22630,2016,Macaca fascicularis,Mammalia,CH,GB,M,C
22631,2016,Macaca fascicularis,Mammalia,CH,GB,M,F
22632,2016,Macaca fascicularis,Mammalia,CH,GB,M,C
22633,2016,Macaca fascicularis,Mammalia,CH,GB,M,F
22634,2016,Macaca fascicularis,Mammalia,CH,GB,M,C
22635,2016,Macaca fascicularis,Mammalia,CH,IT,S,C
22636,2016,Macaca fascicularis,Mammalia,CH,IT,T,C
22637,2016,Macaca fascicularis,Mammalia,CH,IT,T,F
22638,2016,Macaca fascicularis,Mammalia,CH,IT,T,F
22639,2016,Macaca fascicularis,Mammalia,CH,NL,M,F
22640,2016,Macaca fascicularis,Mammalia,CH,PT,S,C
22642,2016,Macaca fascicularis,Mammalia,CH,SG,S,C
22643,2016,Macaca fascicularis,Mammalia,CH,SG,S,C
22644,2016,Macaca fascicularis,Mammalia,CH,SG,S,W
22645,2016,Macaca fascicularis,Mammalia,CH,SG,S,W
22646,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22647,2016,Macaca fascicularis,Mammalia,CH,US,M,F
22648,2016,Macaca fascicularis,Mammalia,CH,US,T,C
22649,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22650,2016,Macaca fascicularis,Mammalia,CH,US,T,C
22651,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22652,2016,Macaca fascicularis,Mammalia,CH,US,M,F
22653,2016,Macaca fascicularis,Mammalia,CH,US,T,C
22654,2016,Macaca fascicularis,Mammalia,CH,US,S,F
22655,2016,Macaca fascicularis,Mammalia,CH,US,T,F
22656,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22657,2016,Macaca fascicularis,Mammalia,CH,US,M,F
22658,2016,Macaca fascicularis,Mammalia,CH,US,T,F
22659,2016,Macaca fascicularis,Mammalia,CH,US,M,F
22660,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22661,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22662,2016,Macaca fascicularis,Mammalia,CH,US,M,C
22663,2016,Macaca fascicularis,Mammalia,CH,US,T,C
22664,2016,Macaca fascicularis,Mammalia,CL,US,T,C
22665,2016,Macaca fascicularis,Mammalia,CL,US,M,C
22666,2016,Macaca fascicularis,Mammalia,CN,DE,T,C
22667,2016,Macaca fascicularis,Mammalia,CN,DE,M,C
22668,2016,Macaca fascicularis,Mammalia,CN,DE,T,C
22669,2016,Macaca fascicularis,Mammalia,CN,JP,T,F
22670,2016,Macaca fascicularis,Mammalia,CN,KH,T,F
22671,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22672,2016,Macaca fascicularis,Mammalia,CN,US,T,C
22673,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22674,2016,Macaca fascicularis,Mammalia,CN,US,T,C
22675,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22676,2016,Macaca fascicularis,Mammalia,CN,US,T,C
22677,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22678,2016,Macaca fascicularis,Mammalia,CN,US,M,F
22679,2016,Macaca fascicularis,Mammalia,CN,US,T,F
22680,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22681,2016,Macaca fascicularis,Mammalia,CN,US,M,F
22682,2016,Macaca fascicularis,Mammalia,CN,US,M,W
22683,2016,Macaca fascicularis,Mammalia,CN,US,T,F
22684,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22685,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22686,2016,Macaca fascicularis,Mammalia,CN,US,M,C
22687,2016,Macaca fascicularis,Mammalia,CN,US,T,C
22688,2016,Macaca fascicularis,Mammalia,CO,US,M,F
22689,2016,Macaca fascicularis,Mammalia,CO,US,M,C
22690,2016,Macaca fascicularis,Mammalia,CW,US,M,F
22691,2016,Macaca fascicularis,Mammalia,CW,US,M,C
22692,2016,Macaca fascicularis,Mammalia,DE,CA,M,C
22693,2016,Macaca fascicularis,Mammalia,DE,CA,M,C
22694,2016,Macaca fascicularis,Mammalia,DE,CA,M,F
22695,2016,Macaca fascicularis,Mammalia,DE,CH,M,C
22696,2016,Macaca fascicularis,Mammalia,DE,CH,M,C
22697,2016,Macaca fascicularis,Mammalia,DE,CH,M,F
22698,2016,Macaca fascicularis,Mammalia,DE,CH,M,F
22699,2016,Macaca fascicularis,Mammalia,DE,CH,M,C
22700,2016,Macaca fascicularis,Mammalia,DE,CH,M,C
22701,2016,Macaca fascicularis,Mammalia,DE,CH,T,C
22702,2016,Macaca fascicularis,Mammalia,DE,CN,M,C
22703,2016,Macaca fascicularis,Mammalia,DE,CN,T,C
22704,2016,Macaca fascicularis,Mammalia,DE,CN,M,C
22705,2016,Macaca fascicularis,Mammalia,DE,CN,M,F
22706,2016,Macaca fascicularis,Mammalia,DE,CN,S,C
22707,2016,Macaca fascicularis,Mammalia,DE,CN,S,F
22708,2016,Macaca fascicularis,Mammalia,DE,CN,T,C
22709,2016,Macaca fascicularis,Mammalia,DE,JP,M,C
22710,2016,Macaca fascicularis,Mammalia,DE,JP,M,C
22711,2016,Macaca fascicularis,Mammalia,DE,MU,M,F
22712,2016,Macaca fascicularis,Mammalia,DE,SG,S,C
22713,2016,Macaca fascicularis,Mammalia,DE,SG,M,F
22714,2016,Macaca fascicularis,Mammalia,DE,SG,S,F
22715,2016,Macaca fascicularis,Mammalia,DE,SG,S,C
22716,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22717,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22718,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22719,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22720,2016,Macaca fascicularis,Mammalia,DE,US,T,C
22721,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22722,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22723,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22724,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22725,2016,Macaca fascicularis,Mammalia,DE,US,S,F
22726,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22727,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22728,2016,Macaca fascicularis,Mammalia,DE,US,T,C
22729,2016,Macaca fascicularis,Mammalia,DE,US,T,F
22730,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22731,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22732,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22733,2016,Macaca fascicularis,Mammalia,DE,US,T,C
22734,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22735,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22736,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22737,2016,Macaca fascicularis,Mammalia,DE,US,T,F
22738,2016,Macaca fascicularis,Mammalia,DE,US,M,C
22739,2016,Macaca fascicularis,Mammalia,DE,US,M,F
22740,2016,Macaca fascicularis,Mammalia,DK,CA,M,D
22741,2016,Macaca fascicularis,Mammalia,DK,CA,M,F
22742,2016,Macaca fascicularis,Mammalia,DK,CA,M,F
22743,2016,Macaca fascicularis,Mammalia,DK,CA,M,D
22744,2016,Macaca fascicularis,Mammalia,DK,CA,S,F
22745,2016,Macaca fascicularis,Mammalia,DK,CA,S,C
22746,2016,Macaca fascicularis,Mammalia,DK,CA,S,F
22747,2016,Macaca fascicularis,Mammalia,DK,CN,T,C
22748,2016,Macaca fascicularis,Mammalia,DK,CN,T,C
22749,2016,Macaca fascicularis,Mammalia,DK,CN,S,C
22750,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22751,2016,Macaca fascicularis,Mammalia,DK,US,T,C
22752,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22753,2016,Macaca fascicularis,Mammalia,DK,US,M,F
22754,2016,Macaca fascicularis,Mammalia,DK,US,T,F
22755,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22756,2016,Macaca fascicularis,Mammalia,DK,US,M,F
22757,2016,Macaca fascicularis,Mammalia,DK,US,M,F
22758,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22759,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22760,2016,Macaca fascicularis,Mammalia,DK,US,M,W
22761,2016,Macaca fascicularis,Mammalia,DK,US,T,F
22762,2016,Macaca fascicularis,Mammalia,DK,US,T,W
22763,2016,Macaca fascicularis,Mammalia,DK,US,M,W
22764,2016,Macaca fascicularis,Mammalia,DK,US,S,D
22765,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22766,2016,Macaca fascicularis,Mammalia,DK,US,S,C
22767,2016,Macaca fascicularis,Mammalia,DK,US,M,C
22768,2016,Macaca fascicularis,Mammalia,DK,XX,M,D
22769,2016,Macaca fascicularis,Mammalia,DK,XX,M,F
22770,2016,Macaca fascicularis,Mammalia,DZ,IT,T,C
22771,2016,Macaca fascicularis,Mammalia,EG,IT,T,C
22772,2016,Macaca fascicularis,Mammalia,EG,US,M,F
22773,2016,Macaca fascicularis,Mammalia,EG,US,M,C
22774,2016,Macaca fascicularis,Mammalia,ER,US,M,F
22775,2016,Macaca fascicularis,Mammalia,ES,MU,M,F
22776,2016,Macaca fascicularis,Mammalia,ES,US,M,C
22777,2016,Macaca fascicularis,Mammalia,ES,US,S,C
22778,2016,Macaca fascicularis,Mammalia,ES,US,T,F
22779,2016,Macaca fascicularis,Mammalia,ES,US,M,C
22780,2016,Macaca fascicularis,Mammalia,ES,VN,T,C
22781,2016,Macaca fascicularis,Mammalia,FI,US,M,F
22782,2016,Macaca fascicularis,Mammalia,FR,CA,M,C
22783,2016,Macaca fascicularis,Mammalia,FR,CA,M,C
22784,2016,Macaca fascicularis,Mammalia,FR,CA,M,C
22785,2016,Macaca fascicularis,Mammalia,FR,CA,M,F
22786,2016,Macaca fascicularis,Mammalia,FR,CA,M,F
22787,2016,Macaca fascicularis,Mammalia,FR,CH,M,C
22788,2016,Macaca fascicularis,Mammalia,FR,CH,M,F
22789,2016,Macaca fascicularis,Mammalia,FR,CH,M,F
22790,2016,Macaca fascicularis,Mammalia,FR,CH,M,C
22791,2016,Macaca fascicularis,Mammalia,FR,CH,M,C
22792,2016,Macaca fascicularis,Mammalia,FR,CH,S,W
22793,2016,Macaca fascicularis,Mammalia,FR,CN,T,C
22794,2016,Macaca fascicularis,Mammalia,FR,CN,M,C
22795,2016,Macaca fascicularis,Mammalia,FR,CN,T,C
22796,2016,Macaca fascicularis,Mammalia,FR,CN,M,C
22797,2016,Macaca fascicularis,Mammalia,FR,CN,M,C
22798,2016,Macaca fascicularis,Mammalia,FR,CN,S,C
22799,2016,Macaca fascicularis,Mammalia,FR,FR,S,F
22800,2016,Macaca fascicularis,Mammalia,FR,FR,S,W
22801,2016,Macaca fascicularis,Mammalia,FR,IL,M,F
22802,2016,Macaca fascicularis,Mammalia,FR,JP,M,C
22803,2016,Macaca fascicularis,Mammalia,FR,JP,T,C
22804,2016,Macaca fascicularis,Mammalia,FR,MU,M,C
22805,2016,Macaca fascicularis,Mammalia,FR,MU,M,F
22806,2016,Macaca fascicularis,Mammalia,FR,MU,M,F
22807,2016,Macaca fascicularis,Mammalia,FR,SG,M,F
22808,2016,Macaca fascicularis,Mammalia,FR,SG,S,F
22809,2016,Macaca fascicularis,Mammalia,FR,SG,S,W
22810,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22811,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22812,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22813,2016,Macaca fascicularis,Mammalia,FR,US,S,C
22814,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22815,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22816,2016,Macaca fascicularis,Mammalia,FR,US,S,C
22817,2016,Macaca fascicularis,Mammalia,FR,US,T,C
22818,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22819,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22820,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22821,2016,Macaca fascicularis,Mammalia,FR,US,M,W
22822,2016,Macaca fascicularis,Mammalia,FR,US,S,F
22823,2016,Macaca fascicularis,Mammalia,FR,US,S,W
22824,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22825,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22826,2016,Macaca fascicularis,Mammalia,FR,US,M,W
22827,2016,Macaca fascicularis,Mammalia,FR,US,S,W
22828,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22829,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22830,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22831,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22832,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22833,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22834,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22835,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22836,2016,Macaca fascicularis,Mammalia,FR,US,M,F
22837,2016,Macaca fascicularis,Mammalia,FR,US,M,C
22838,2016,Macaca fascicularis,Mammalia,FR,VN,M,C
22839,2016,Macaca fascicularis,Mammalia,FR,VN,T,C
22840,2016,Macaca fascicularis,Mammalia,GB,CA,M,C
22841,2016,Macaca fascicularis,Mammalia,GB,CH,M,F
22842,2016,Macaca fascicularis,Mammalia,GB,CH,M,F
22843,2016,Macaca fascicularis,Mammalia,GB,CN,T,C
22844,2016,Macaca fascicularis,Mammalia,GB,CN,S,C
22845,2016,Macaca fascicularis,Mammalia,GB,CN,T,C
22846,2016,Macaca fascicularis,Mammalia,GB,ID,M,F
22847,2016,Macaca fascicularis,Mammalia,GB,ID,M,F
22848,2016,Macaca fascicularis,Mammalia,GB,MU,M,C
22849,2016,Macaca fascicularis,Mammalia,GB,MU,M,F
22850,2016,Macaca fascicularis,Mammalia,GB,MU,M,F
22851,2016,Macaca fascicularis,Mammalia,GB,MU,M,F
22852,2016,Macaca fascicularis,Mammalia,GB,MU,M,F
22853,2016,Macaca fascicularis,Mammalia,GB,MY,M,C
22854,2016,Macaca fascicularis,Mammalia,GB,SG,S,C
22855,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22856,2016,Macaca fascicularis,Mammalia,GB,US,T,C
22857,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22858,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22859,2016,Macaca fascicularis,Mammalia,GB,US,T,C
22860,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22861,2016,Macaca fascicularis,Mammalia,GB,US,M,F
22862,2016,Macaca fascicularis,Mammalia,GB,US,M,F
22863,2016,Macaca fascicularis,Mammalia,GB,US,T,F
22864,2016,Macaca fascicularis,Mammalia,GB,US,M,F
22865,2016,Macaca fascicularis,Mammalia,GB,US,T,F
22866,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22867,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22868,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22869,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22870,2016,Macaca fascicularis,Mammalia,GB,US,M,F
22871,2016,Macaca fascicularis,Mammalia,GB,US,T,C
22872,2016,Macaca fascicularis,Mammalia,GB,US,M,C
22873,2016,Macaca fascicularis,Mammalia,GB,VN,M,C
22874,2016,Macaca fascicularis,Mammalia,GB,VN,T,C
22875,2016,Macaca fascicularis,Mammalia,GE,RU,P,C
22876,2016,Macaca fascicularis,Mammalia,GT,US,T,C
22877,2016,Macaca fascicularis,Mammalia,GT,US,T,F
22878,2016,Macaca fascicularis,Mammalia,GT,US,M,F
22879,2016,Macaca fascicularis,Mammalia,GT,US,M,C
22880,2016,Macaca fascicularis,Mammalia,HK,US,M,F
22881,2016,Macaca fascicularis,Mammalia,HK,US,T,F
22882,2016,Macaca fascicularis,Mammalia,HK,US,M,C
22883,2016,Macaca fascicularis,Mammalia,HK,US,T,C
22884,2016,Macaca fascicularis,Mammalia,HK,US,M,C
22885,2016,Macaca fascicularis,Mammalia,HK,US,T,C
22886,2016,Macaca fascicularis,Mammalia,HU,JP,T,C
22887,2016,Macaca fascicularis,Mammalia,HU,US,M,C
22888,2016,Macaca fascicularis,Mammalia,IE,US,M,C
22889,2016,Macaca fascicularis,Mammalia,IL,CN,T,C
22890,2016,Macaca fascicularis,Mammalia,IL,FR,M,F
22891,2016,Macaca fascicularis,Mammalia,IL,IT,T,C
22892,2016,Macaca fascicularis,Mammalia,IL,US,M,C
22893,2016,Macaca fascicularis,Mammalia,IN,BE,M,C
22894,2016,Macaca fascicularis,Mammalia,IN,IT,T,C
22895,2016,Macaca fascicularis,Mammalia,IN,SG,S,C
22896,2016,Macaca fascicularis,Mammalia,IN,US,M,C
22897,2016,Macaca fascicularis,Mammalia,IN,US,T,C
22898,2016,Macaca fascicularis,Mammalia,IN,US,M,C
22899,2016,Macaca fascicularis,Mammalia,IN,US,M,F
22900,2016,Macaca fascicularis,Mammalia,IN,US,M,F
22901,2016,Macaca fascicularis,Mammalia,IN,US,M,W
22902,2016,Macaca fascicularis,Mammalia,IN,US,T,F
22903,2016,Macaca fascicularis,Mammalia,IN,US,M,C
22904,2016,Macaca fascicularis,Mammalia,IN,US,M,C
22905,2016,Macaca fascicularis,Mammalia,IN,US,M,C
22906,2016,Macaca fascicularis,Mammalia,IT,CN,S,C
22907,2016,Macaca fascicularis,Mammalia,IT,CN,S,C
22908,2016,Macaca fascicularis,Mammalia,IT,ID,M,F
22909,2016,Macaca fascicularis,Mammalia,IT,ID,M,F
22910,2016,Macaca fascicularis,Mammalia,IT,MU,M,W
22911,2016,Macaca fascicularis,Mammalia,IT,US,M,C
22912,2016,Macaca fascicularis,Mammalia,IT,US,T,C
22913,2016,Macaca fascicularis,Mammalia,IT,US,M,F
22914,2016,Macaca fascicularis,Mammalia,IT,US,T,F
22915,2016,Macaca fascicularis,Mammalia,JO,US,M,F
22916,2016,Macaca fascicularis,Mammalia,JP,CA,M,C
22917,2016,Macaca fascicularis,Mammalia,JP,CA,M,C
22918,2016,Macaca fascicularis,Mammalia,JP,CA,M,C
22919,2016,Macaca fascicularis,Mammalia,JP,CA,M,C
22920,2016,Macaca fascicularis,Mammalia,JP,CN,S,C
22921,2016,Macaca fascicularis,Mammalia,JP,CN,T,C
22922,2016,Macaca fascicularis,Mammalia,JP,CN,T,C
22923,2016,Macaca fascicularis,Mammalia,JP,DE,T,C
22924,2016,Macaca fascicularis,Mammalia,JP,DE,M,F
22925,2016,Macaca fascicularis,Mammalia,JP,DE,T,C
22926,2016,Macaca fascicularis,Mammalia,JP,FR,M,F
22927,2016,Macaca fascicularis,Mammalia,JP,FR,M,C
22928,2016,Macaca fascicularis,Mammalia,JP,FR,M,C
22929,2016,Macaca fascicularis,Mammalia,JP,FR,M,C
22930,2016,Macaca fascicularis,Mammalia,JP,FR,S,C
22931,2016,Macaca fascicularis,Mammalia,JP,FR,M,C
22932,2016,Macaca fascicularis,Mammalia,JP,GB,M,C
22933,2016,Macaca fascicularis,Mammalia,JP,KH,T,F
22934,2016,Macaca fascicularis,Mammalia,JP,KR,M,C
22935,2016,Macaca fascicularis,Mammalia,JP,SG,S,C
22936,2016,Macaca fascicularis,Mammalia,JP,SG,S,C
22937,2016,Macaca fascicularis,Mammalia,JP,US,T,C
22938,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22939,2016,Macaca fascicularis,Mammalia,JP,US,T,C
22940,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22941,2016,Macaca fascicularis,Mammalia,JP,US,M,F
22942,2016,Macaca fascicularis,Mammalia,JP,US,M,F
22943,2016,Macaca fascicularis,Mammalia,JP,US,T,F
22944,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22945,2016,Macaca fascicularis,Mammalia,JP,US,M,F
22946,2016,Macaca fascicularis,Mammalia,JP,US,M,I
22947,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22948,2016,Macaca fascicularis,Mammalia,JP,US,M,F
22949,2016,Macaca fascicularis,Mammalia,JP,US,T,F
22950,2016,Macaca fascicularis,Mammalia,JP,US,M,F
22951,2016,Macaca fascicularis,Mammalia,JP,US,M,W
22952,2016,Macaca fascicularis,Mammalia,JP,US,T,F
22953,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22954,2016,Macaca fascicularis,Mammalia,JP,US,M,C
22955,2016,Macaca fascicularis,Mammalia,JP,US,T,C
22956,2016,Macaca fascicularis,Mammalia,JP,VN,T,C
22957,2016,Macaca fascicularis,Mammalia,JP,VN,M,C
22958,2016,Macaca fascicularis,Mammalia,KG,KZ,Q,C
22959,2016,Macaca fascicularis,Mammalia,KP,CN,E,U
22960,2016,Macaca fascicularis,Mammalia,KP,KH,M,F
22961,2016,Macaca fascicularis,Mammalia,KR,CN,T,C
22962,2016,Macaca fascicularis,Mammalia,KR,CN,T,C
22963,2016,Macaca fascicularis,Mammalia,KR,CN,T,C
22964,2016,Macaca fascicularis,Mammalia,KR,CN,S,C
22965,2016,Macaca fascicularis,Mammalia,KR,DE,M,C
22966,2016,Macaca fascicularis,Mammalia,KR,JP,T,F
22967,2016,Macaca fascicularis,Mammalia,KR,JP,T,C
22968,2016,Macaca fascicularis,Mammalia,KR,JP,T,C
22969,2016,Macaca fascicularis,Mammalia,KR,KH,M,F
22970,2016,Macaca fascicularis,Mammalia,KR,US,T,C
22971,2016,Macaca fascicularis,Mammalia,KR,US,M,F
22972,2016,Macaca fascicularis,Mammalia,KR,US,M,F
22973,2016,Macaca fascicularis,Mammalia,KR,US,M,C
22974,2016,Macaca fascicularis,Mammalia,KR,US,M,F
22975,2016,Macaca fascicularis,Mammalia,KR,US,M,F
22976,2016,Macaca fascicularis,Mammalia,KR,US,T,F
22977,2016,Macaca fascicularis,Mammalia,KR,US,T,C
22978,2016,Macaca fascicularis,Mammalia,KR,US,M,C
22979,2016,Macaca fascicularis,Mammalia,KR,US,M,C
22980,2016,Macaca fascicularis,Mammalia,KR,US,M,C
22981,2016,Macaca fascicularis,Mammalia,KW,IT,T,C
22982,2016,Macaca fascicularis,Mammalia,KW,US,M,F
22983,2016,Macaca fascicularis,Mammalia,KW,US,M,C
22984,2016,Macaca fascicularis,Mammalia,KW,US,M,C
22985,2016,Macaca fascicularis,Mammalia,KZ,RU,Q,C
22986,2016,Macaca fascicularis,Mammalia,KZ,UZ,Q,C
22987,2016,Macaca fascicularis,Mammalia,LB,US,M,F
22988,2016,Macaca fascicularis,Mammalia,LB,US,M,C
22989,2016,Macaca fascicularis,Mammalia,MA,US,M,F
22990,2016,Macaca fascicularis,Mammalia,MO,US,M,C
22991,2016,Macaca fascicularis,Mammalia,MX,US,T,C
22992,2016,Macaca fascicularis,Mammalia,MX,US,M,F
22993,2016,Macaca fascicularis,Mammalia,MX,US,T,C
22994,2016,Macaca fascicularis,Mammalia,MX,US,M,C
22995,2016,Macaca fascicularis,Mammalia,MX,US,M,C
22996,2016,Macaca fascicularis,Mammalia,MY,SG,S,F
22997,2016,Macaca fascicularis,Mammalia,MY,US,M,F
22999,2016,Macaca fascicularis,Mammalia,NL,CA,M,C
23000,2016,Macaca fascicularis,Mammalia,NL,CA,S,C
23001,2016,Macaca fascicularis,Mammalia,NL,CA,M,C
23002,2016,Macaca fascicularis,Mammalia,NL,CA,M,F
23003,2016,Macaca fascicularis,Mammalia,NL,CA,S,C
23004,2016,Macaca fascicularis,Mammalia,NL,CA,M,C
23005,2016,Macaca fascicularis,Mammalia,NL,CA,M,F
23006,2016,Macaca fascicularis,Mammalia,NL,CA,M,F
23007,2016,Macaca fascicularis,Mammalia,NL,CA,M,F
23008,2016,Macaca fascicularis,Mammalia,NL,CA,S,F
23009,2016,Macaca fascicularis,Mammalia,NL,CA,M,C
23010,2016,Macaca fascicularis,Mammalia,NL,KR,M,C
23011,2016,Macaca fascicularis,Mammalia,NL,MU,M,C
23012,2016,Macaca fascicularis,Mammalia,NL,US,M,C
23013,2016,Macaca fascicularis,Mammalia,NL,US,T,C
23014,2016,Macaca fascicularis,Mammalia,NL,US,M,F
23015,2016,Macaca fascicularis,Mammalia,NL,US,M,F
23016,2016,Macaca fascicularis,Mammalia,NL,US,M,F
23017,2016,Macaca fascicularis,Mammalia,NL,US,M,W
23018,2016,Macaca fascicularis,Mammalia,NL,US,T,F
23019,2016,Macaca fascicularis,Mammalia,NL,US,T,C
23020,2016,Macaca fascicularis,Mammalia,NL,US,M,C
23021,2016,Macaca fascicularis,Mammalia,NL,US,M,F
23022,2016,Macaca fascicularis,Mammalia,NL,US,M,C
23023,2016,Macaca fascicularis,Mammalia,NL,US,M,F
23024,2016,Macaca fascicularis,Mammalia,NL,US,M,C
23025,2016,Macaca fascicularis,Mammalia,NO,IT,T,C
23026,2016,Macaca fascicularis,Mammalia,NO,IT,T,C
23027,2016,Macaca fascicularis,Mammalia,NZ,US,T,C
23028,2016,Macaca fascicularis,Mammalia,NZ,US,T,C
23029,2016,Macaca fascicularis,Mammalia,OM,US,M,F
23030,2016,Macaca fascicularis,Mammalia,OM,US,M,C
23031,2016,Macaca fascicularis,Mammalia,OM,US,M,C
23032,2016,Macaca fascicularis,Mammalia,PA,US,M,F
23033,2016,Macaca fascicularis,Mammalia,PA,US,M,C
23034,2016,Macaca fascicularis,Mammalia,PH,US,M,C
23035,2016,Macaca fascicularis,Mammalia,PH,US,M,F
23036,2016,Macaca fascicularis,Mammalia,PH,US,M,C
23037,2016,Macaca fascicularis,Mammalia,PH,US,M,C
23038,2016,Macaca fascicularis,Mammalia,PK,US,M,C
23039,2016,Macaca fascicularis,Mammalia,PT,SG,S,C
23040,2016,Macaca fascicularis,Mammalia,PT,SG,S,C
23042,2016,Macaca fascicularis,Mammalia,PY,US,T,C
23043,2016,Macaca fascicularis,Mammalia,PY,US,M,F
23044,2016,Macaca fascicularis,Mammalia,PY,US,M,C
23045,2016,Macaca fascicularis,Mammalia,QA,IT,T,C
23046,2016,Macaca fascicularis,Mammalia,QA,US,M,F
23047,2016,Macaca fascicularis,Mammalia,QA,US,M,C
23048,2016,Macaca fascicularis,Mammalia,RS,US,T,F
23049,2016,Macaca fascicularis,Mammalia,RS,US,M,F
23050,2016,Macaca fascicularis,Mammalia,RS,US,T,F
23051,2016,Macaca fascicularis,Mammalia,RS,US,M,C
23052,2016,Macaca fascicularis,Mammalia,RS,US,T,C
23053,2016,Macaca fascicularis,Mammalia,RS,US,M,C
23054,2016,Macaca fascicularis,Mammalia,RS,US,T,C
23055,2016,Macaca fascicularis,Mammalia,RU,ES,M,F
23056,2016,Macaca fascicularis,Mammalia,RU,JP,T,C
23057,2016,Macaca fascicularis,Mammalia,RU,US,T,F
23058,2016,Macaca fascicularis,Mammalia,RU,US,M,F
23059,2016,Macaca fascicularis,Mammalia,RU,US,M,C
23060,2016,Macaca fascicularis,Mammalia,RU,US,M,C
