,Year,Taxon,Class,Importer,Exporter,Purpose,Source
0,2016,Aquila heliaca,Aves,TR,NL,T,C
1,2016,Aquila heliaca,Aves,XV,RS,Q,O
2,2016,Haliaeetus albicilla,Aves,BE,NO,S,W
3,2016,Haliaeetus albicilla,Aves,BE,NO,S,W
4,2016,Haliaeetus albicilla,Aves,DK,IS,S,W
5,2016,Haliaeetus albicilla,Aves,XV,RS,Q,O
6,2016,Harpia harpyja,Aves,BR,FR,S,C
7,2016,Harpia harpyja,Aves,BR,FR,S,U
8,2016,Harpia harpyja,Aves,BR,FR,S,W
9,2016,Acipenser brevirostrum,Actinopteri,CH,DE,T,C
10,2016,Acipenser sturio,Actinopteri,US,IR,P,I
11,2016,Ailurus fulgens,Mammalia,AU,NZ,Z,C
12,2016,Ailurus fulgens,Mammalia,CA,US,Z,F
13,2016,Ailurus fulgens,Mammalia,IL,DE,Z,C
14,2016,Ailurus fulgens,Mammalia,JP,US,B,C
15,2016,Ailurus fulgens,Mammalia,JP,US,Z,C
16,2016,Ailurus fulgens,Mammalia,KP,CN,E,U
17,2016,Ailurus fulgens,Mammalia,KR,CN,E,C
18,2016,Ailurus fulgens,Mammalia,KR,JP,Z,C
19,2016,Ailurus fulgens,Mammalia,US,CA,Z,C
20,2016,Alligator sinensis,Reptilia,KP,CN,E,U
21,2016,Melanosuchus niger,Reptilia,US,DK,Z,F
22,2016,Anas laysanensis,Aves,CA,US,S,I
23,2016,Anas laysanensis,Aves,MC,FR,Z,I
24,2016,Asarcornis scutulata,Aves,GB,JE,S,C
25,2016,Asarcornis scutulata,Aves,GB,JE,S,C
26,2016,Branta sandvicensis,Aves,CN,GB,Q,C
27,2016,Branta sandvicensis,Aves,MC,FR,Z,I
28,2016,Branta sandvicensis,Aves,SG,NL,T,C
29,2016,Branta sandvicensis,Aves,SG,NL,Z,C
30,2016,Branta sandvicensis,Aves,ZA,NL,T,C
31,2016,Antilocapra americana,Mammalia,BE,CH,Q,O
32,2016,Antilocapra americana,Mammalia,CH,BE,Q,O
44,2016,Oreonax flavicauda,Mammalia,DE,PE,S,W
45,2016,Oreonax flavicauda,Mammalia,DE,PE,S,W
46,2016,Balaena mysticetus,Mammalia,AT,CH,S,O
47,2016,Balaena mysticetus,Mammalia,AT,CH,S,W
48,2016,Balaena mysticetus,Mammalia,CA,GL,S,W
49,2016,Balaena mysticetus,Mammalia,CA,US,P,I
50,2016,Balaena mysticetus,Mammalia,CA,US,P,W
51,2016,Balaena mysticetus,Mammalia,CA,US,P,I
52,2016,Balaena mysticetus,Mammalia,DE,CH,P,O
53,2016,Balaena mysticetus,Mammalia,DE,RU,Q,O
54,2016,Balaena mysticetus,Mammalia,DK,GL,P,W
55,2016,Balaena mysticetus,Mammalia,NL,NO,S,W
56,2016,Balaena mysticetus,Mammalia,NL,US,Q,O
57,2016,Balaena mysticetus,Mammalia,NO,GL,S,W
58,2016,Balaena mysticetus,Mammalia,RU,US,S,W
59,2016,Balaena mysticetus,Mammalia,US,CA,P,W
60,2016,Balaena mysticetus,Mammalia,US,CA,P,O
61,2016,Balaena mysticetus,Mammalia,US,NL,Q,O
62,2016,Balaena mysticetus,Mammalia,US,NL,Q,O
63,2016,Balaenidae spp.,Mammalia,FR,TN,E,O
64,2016,Balaenidae spp.,Mammalia,XX,TN,E,O
65,2016,Eubalaena spp.,Mammalia,FR,CH,Q,O
66,2016,Eubalaena spp.,Mammalia,FR,TN,E,O
67,2016,Eubalaena spp.,Mammalia,XX,TN,E,O
68,2016,Eubalaena australis,Mammalia,GB,US,S,W
69,2016,Eubalaena australis,Mammalia,JP,ZZ,S,X
70,2016,Eubalaena australis,Mammalia,XX,TN,E,O
71,2016,Eubalaena glacialis,Mammalia,CA,US,S,W
72,2016,Balaenoptera spp.,Mammalia,NL,CV,S,U
73,2016,Balaenoptera spp.,Mammalia,NL,CV,S,U
74,2016,Balaenoptera acutorostrata,Mammalia,FO,NO,T,W
75,2016,Balaenoptera acutorostrata,Mammalia,IS,NO,S,W
76,2016,Balaenoptera acutorostrata,Mammalia,JP,NO,T,W
77,2016,Balaenoptera acutorostrata,Mammalia,JP,ZZ,S,X
78,2016,Balaenoptera acutorostrata,Mammalia,KR,CN,E,W
79,2016,Balaenoptera acutorostrata,Mammalia,US,AU,S,W
80,2016,Balaenoptera acutorostrata,Mammalia,US,DE,P,I
81,2016,Balaenoptera acutorostrata,Mammalia,US,FI,P,I
82,2016,Balaenoptera acutorostrata,Mammalia,US,IS,P,I
83,2016,Balaenoptera acutorostrata,Mammalia,US,IS,P,I
84,2016,Balaenoptera acutorostrata,Mammalia,US,IS,P,I
85,2016,Balaenoptera acutorostrata,Mammalia,US,NO,P,I
86,2016,Balaenoptera acutorostrata,Mammalia,US,NO,P,I
87,2016,Balaenoptera acutorostrata,Mammalia,US,NO,P,I
88,2016,Balaenoptera acutorostrata,Mammalia,US,NO,P,I
89,2016,Balaenoptera acutorostrata,Mammalia,US,NO,P,W
90,2016,Balaenoptera acutorostrata,Mammalia,US,NO,T,I
91,2016,Balaenoptera acutorostrata,Mammalia,US,RU,P,I
92,2016,Balaenoptera acutorostrata,Mammalia,US,SE,P,I
93,2016,Balaenoptera acutorostrata,Mammalia,US,XX,P,I
94,2016,Balaenoptera bonaerensis,Mammalia,JP,ZZ,S,X
95,2016,Balaenoptera bonaerensis,Mammalia,JP,ZZ,S,X
96,2016,Balaenoptera bonaerensis,Mammalia,US,AQ,S,W
97,2016,Balaenoptera bonaerensis,Mammalia,US,CA,P,W
98,2016,Balaenoptera borealis,Mammalia,DE,CL,S,W
99,2016,Balaenoptera borealis,Mammalia,JP,ZZ,S,X
100,2016,Balaenoptera borealis,Mammalia,JP,ZZ,S,X
101,2016,Balaenoptera borealis,Mammalia,US,AU,S,W
102,2016,Balaenoptera borealis,Mammalia,US,JP,S,W
103,2016,Balaenoptera borealis,Mammalia,US,JP,S,W
104,2016,Balaenoptera edeni,Mammalia,JP,ZZ,S,X
105,2016,Balaenoptera edeni,Mammalia,JP,ZZ,S,X
106,2016,Balaenoptera edeni,Mammalia,US,JP,S,W
107,2016,Balaenoptera edeni,Mammalia,US,JP,S,W
108,2016,Balaenoptera musculus,Mammalia,ES,IS,S,W
109,2016,Balaenoptera musculus,Mammalia,JP,ZZ,S,X
110,2016,Balaenoptera musculus,Mammalia,NL,NO,S,W
111,2016,Balaenoptera musculus,Mammalia,US,JP,P,I
112,2016,Balaenoptera musculus,Mammalia,US,JP,S,W
113,2016,Balaenoptera musculus,Mammalia,US,JP,S,W
114,2016,Balaenoptera musculus,Mammalia,US,MX,P,I
115,2016,Balaenoptera musculus,Mammalia,US,NZ,S,W
116,2016,Balaenoptera physalus,Mammalia,CA,US,S,W
117,2016,Balaenoptera physalus,Mammalia,DK,GL,P,W
118,2016,Balaenoptera physalus,Mammalia,ES,GL,S,W
119,2016,Balaenoptera physalus,Mammalia,ES,GL,S,W
120,2016,Balaenoptera physalus,Mammalia,ES,IS,S,W
121,2016,Balaenoptera physalus,Mammalia,JP,ZZ,S,X
122,2016,Balaenoptera physalus,Mammalia,NL,NO,S,W
123,2016,Balaenoptera physalus,Mammalia,US,GB,S,W
124,2016,Balaenoptera physalus,Mammalia,US,JP,S,W
125,2016,Balaenoptera physalus,Mammalia,US,JP,S,W
126,2016,Megaptera novaeangliae,Mammalia,CA,US,S,W
127,2016,Megaptera novaeangliae,Mammalia,DE,VC,P,W
128,2016,Megaptera novaeangliae,Mammalia,DK,GL,P,W
129,2016,Megaptera novaeangliae,Mammalia,DK,GL,P,W
130,2016,Megaptera novaeangliae,Mammalia,DK,GL,S,W
131,2016,Megaptera novaeangliae,Mammalia,ES,IS,S,W
132,2016,Megaptera novaeangliae,Mammalia,FR,MG,S,W
133,2016,Megaptera novaeangliae,Mammalia,FR,TN,E,W
134,2016,Megaptera novaeangliae,Mammalia,GB,US,Q,O
135,2016,Megaptera novaeangliae,Mammalia,JP,ZZ,S,X
136,2016,Megaptera novaeangliae,Mammalia,NL,NO,S,W
137,2016,Megaptera novaeangliae,Mammalia,SE,GL,S,W
138,2016,Megaptera novaeangliae,Mammalia,US,AQ,S,W
139,2016,Megaptera novaeangliae,Mammalia,US,AQ,S,W
140,2016,Megaptera novaeangliae,Mammalia,US,AU,S,W
141,2016,Megaptera novaeangliae,Mammalia,US,CA,S,W
142,2016,Megaptera novaeangliae,Mammalia,US,GB,S,W
143,2016,Megaptera novaeangliae,Mammalia,US,NZ,S,W
144,2016,Megaptera novaeangliae,Mammalia,US,OM,S,W
145,2016,Megaptera novaeangliae,Mammalia,XX,TN,E,O
147,2016,Acrantophis dumerili,Reptilia,ID,FR,Z,F
148,2016,Acrantophis dumerili,Reptilia,IR,DE,T,C
149,2016,Acrantophis dumerili,Reptilia,XX,IT,Q,C
150,2016,Sanzinia madagascariensis,Reptilia,ID,FR,Z,F
151,2016,Addax nasomaculatus,Mammalia,AR,US,H,F
152,2016,Addax nasomaculatus,Mammalia,CA,US,H,F
153,2016,Addax nasomaculatus,Mammalia,FR,FR,P,C
154,2016,Addax nasomaculatus,Mammalia,FR,US,H,F
155,2016,Addax nasomaculatus,Mammalia,GB,QA,S,F
156,2016,Addax nasomaculatus,Mammalia,HU,US,H,F
157,2016,Addax nasomaculatus,Mammalia,IT,US,H,F
158,2016,Addax nasomaculatus,Mammalia,MX,US,H,F
159,2016,Addax nasomaculatus,Mammalia,OM,AE,P,C
160,2016,Addax nasomaculatus,Mammalia,PK,AE,T,C
161,2016,Bos gaurus,Mammalia,VN,DE,Z,C
162,2016,Capra falconeri,Mammalia,AE,SK,H,C
163,2016,Capra falconeri,Mammalia,AT,TJ,H,W
164,2016,Capra falconeri,Mammalia,BY,RU,Z,C
165,2016,Capra falconeri,Mammalia,CA,PK,H,W
166,2016,Capra falconeri,Mammalia,DE,PK,H,W
167,2016,Capra falconeri,Mammalia,DE,TJ,H,W
168,2016,Capra falconeri,Mammalia,ES,PK,H,W
169,2016,Capra falconeri,Mammalia,FI,RU,Z,C
170,2016,Capra falconeri,Mammalia,ID,DE,Z,C
171,2016,Capra falconeri,Mammalia,MX,PK,H,W
172,2016,Capra falconeri,Mammalia,MX,US,H,F
173,2016,Capra falconeri,Mammalia,NO,DK,H,W
174,2016,Capra falconeri,Mammalia,NO,DK,H,W
175,2016,Capra falconeri,Mammalia,PH,DE,H,W
176,2016,Capra falconeri,Mammalia,PH,DE,P,W
177,2016,Capra falconeri,Mammalia,RU,BY,T,C
178,2016,Capra falconeri,Mammalia,SG,FI,Z,C
179,2016,Capra falconeri,Mammalia,US,CA,H,W
180,2016,Capra falconeri,Mammalia,US,PK,H,W
181,2016,Capra falconeri,Mammalia,US,TJ,H,W
182,2016,Capra falconeri,Mammalia,UZ,RU,Z,C
183,2016,Capricornis milneedwardsii,Mammalia,US,LA,P,I
184,2016,Capricornis sumatraensis,Mammalia,US,LA,P,I
185,2016,Capricornis sumatraensis,Mammalia,US,LA,P,I
186,2016,Capricornis sumatraensis,Mammalia,US,LA,P,I
187,2016,Capricornis sumatraensis,Mammalia,US,LA,P,I
188,2016,Capricornis sumatraensis,Mammalia,US,LA,P,I
189,2016,Gazella spp.,Mammalia,TN,ES,N,C
190,2016,Gazella cuvieri,Mammalia,TN,ES,N,C
191,2016,Hippotragus niger variani,Mammalia,CN,GB,Q,O
192,2016,Hippotragus niger variani,Mammalia,PT,US,S,W
193,2016,Naemorhedus goral,Mammalia,KP,CN,E,U
194,2016,Nanger dama,Mammalia,IT,US,H,F
195,2016,Nanger dama,Mammalia,MX,US,H,F
196,2016,Oryx dammah,Mammalia,AE,US,B,F
197,2016,Oryx dammah,Mammalia,AR,ZA,H,W
198,2016,Oryx dammah,Mammalia,AT,ZA,H,F
199,2016,Oryx dammah,Mammalia,BE,ZA,H,F
200,2016,Oryx dammah,Mammalia,CA,US,H,F
201,2016,Oryx dammah,Mammalia,CZ,ZA,H,F
202,2016,Oryx dammah,Mammalia,DE,ZA,H,F
203,2016,Oryx dammah,Mammalia,DK,XX,H,W
204,2016,Oryx dammah,Mammalia,DK,ZA,H,W
205,2016,Oryx dammah,Mammalia,DK,ZA,H,F
206,2016,Oryx dammah,Mammalia,DK,ZA,H,W
207,2016,Oryx dammah,Mammalia,ES,ZA,H,F
208,2016,Oryx dammah,Mammalia,FI,ZA,H,F
209,2016,Oryx dammah,Mammalia,FR,FR,P,W
210,2016,Oryx dammah,Mammalia,FR,FR,P,C
211,2016,Oryx dammah,Mammalia,FR,US,H,F
212,2016,Oryx dammah,Mammalia,FR,US,P,F
213,2016,Oryx dammah,Mammalia,FR,ZA,P,F
214,2016,Oryx dammah,Mammalia,HU,ZA,H,F
215,2016,Oryx dammah,Mammalia,IT,US,H,F
216,2016,Oryx dammah,Mammalia,IT,ZA,H,F
217,2016,Oryx dammah,Mammalia,LT,ZA,H,F
218,2016,Oryx dammah,Mammalia,MX,US,H,C
219,2016,Oryx dammah,Mammalia,MX,US,H,F
220,2016,Oryx dammah,Mammalia,OM,AE,P,C
221,2016,Oryx dammah,Mammalia,PK,ZA,H,W
222,2016,Oryx dammah,Mammalia,PT,ZA,H,F
223,2016,Oryx dammah,Mammalia,RS,ZA,H,F
224,2016,Oryx dammah,Mammalia,SE,ZA,H,F
225,2016,Oryx dammah,Mammalia,SK,ZA,H,F
226,2016,Oryx dammah,Mammalia,SK,ZA,H,F
227,2016,Oryx dammah,Mammalia,TD,AE,N,C
228,2016,Oryx dammah,Mammalia,US,BE,T,I
229,2016,Oryx dammah,Mammalia,US,CA,H,I
230,2016,Oryx dammah,Mammalia,VN,AE,Z,C
231,2016,Oryx dammah,Mammalia,VN,AE,Z,C
232,2016,Oryx dammah,Mammalia,VN,AE,Z,F
233,2016,Oryx dammah,Mammalia,VN,DE,Z,C
234,2016,Oryx dammah,Mammalia,VN,PL,Z,C
235,2016,Oryx leucoryx,Mammalia,CH,FR,Z,C
236,2016,Oryx leucoryx,Mammalia,CH,GB,Z,C
237,2016,Oryx leucoryx,Mammalia,CN,GB,Q,O
238,2016,Oryx leucoryx,Mammalia,CZ,CH,Z,C
239,2016,Oryx leucoryx,Mammalia,GB,QA,S,F
240,2016,Oryx leucoryx,Mammalia,IT,US,H,F
241,2016,Oryx leucoryx,Mammalia,KW,AE,P,C
242,2016,Oryx leucoryx,Mammalia,KW,AE,T,C
243,2016,Oryx leucoryx,Mammalia,KW,AE,T,F
244,2016,Oryx leucoryx,Mammalia,LT,ZA,H,F
245,2016,Oryx leucoryx,Mammalia,MX,US,H,F
246,2016,Oryx leucoryx,Mammalia,MX,US,P,F
247,2016,Oryx leucoryx,Mammalia,OM,AE,P,C
248,2016,Oryx leucoryx,Mammalia,OM,AE,P,F
249,2016,Oryx leucoryx,Mammalia,OM,AE,T,C
250,2016,Oryx leucoryx,Mammalia,PK,AE,T,C
251,2016,Oryx leucoryx,Mammalia,QA,AE,P,C
252,2016,Oryx leucoryx,Mammalia,QA,AE,P,F
253,2016,Oryx leucoryx,Mammalia,QA,AE,T,C
254,2016,Oryx leucoryx,Mammalia,QA,AE,T,F
255,2016,Oryx leucoryx,Mammalia,SA,AE,P,C
256,2016,Oryx leucoryx,Mammalia,SA,AE,P,F
257,2016,Oryx leucoryx,Mammalia,SA,AE,T,C
258,2016,Ovis ammon,Mammalia,DK,NO,H,W
259,2016,Pantholops hodgsonii,Mammalia,CH,FR,L,I
260,2016,Pantholops hodgsonii,Mammalia,FR,CH,L,I
261,2016,Buceros bicornis,Aves,AT,BR,Z,C
262,2016,Buceros bicornis,Aves,KP,CN,E,U
263,2016,Buceros bicornis,Aves,TW,FR,T,O
264,2016,Nectophrynoides asperginis,Amphibia,TZ,US,N,F
265,2016,Cacatua goffiniana,Aves,BH,QA,T,C
266,2016,Cacatua goffiniana,Aves,CA,DO,P,F
267,2016,Cacatua goffiniana,Aves,OM,ZA,P,C
268,2016,Cacatua goffiniana,Aves,OM,ZA,T,C
269,2016,Cacatua goffiniana,Aves,QA,ZA,T,C
270,2016,Cacatua goffiniana,Aves,TH,BH,P,C
271,2016,Cacatua goffiniana,Aves,US,DE,P,F
272,2016,Cacatua haematuropygia,Aves,CH,FR,B,C
273,2016,Cacatua haematuropygia,Aves,CH,FR,T,C
274,2016,Cacatua haematuropygia,Aves,DE,CH,T,C
275,2016,Cacatua moluccensis,Aves,AE,PH,P,C
276,2016,Cacatua moluccensis,Aves,BR,PT,T,C
277,2016,Cacatua moluccensis,Aves,BR,PT,T,C
278,2016,Cacatua moluccensis,Aves,BS,US,P,C
279,2016,Cacatua moluccensis,Aves,BS,US,Q,F
280,2016,Cacatua moluccensis,Aves,CA,US,P,C
281,2016,Cacatua moluccensis,Aves,CA,US,P,O
282,2016,Cacatua moluccensis,Aves,CA,US,P,F
283,2016,Cacatua moluccensis,Aves,CR,US,P,F
284,2016,Cacatua moluccensis,Aves,DE,IL,S,F
285,2016,Cacatua moluccensis,Aves,DE,PH,T,C
286,2016,Cacatua moluccensis,Aves,JP,SG,T,D
287,2016,Cacatua moluccensis,Aves,KG,KZ,Q,W
288,2016,Cacatua moluccensis,Aves,KW,ES,T,C
289,2016,Cacatua moluccensis,Aves,KZ,RU,Q,C
290,2016,Cacatua moluccensis,Aves,NL,SG,S,C
291,2016,Cacatua moluccensis,Aves,OM,ZA,P,C
292,2016,Cacatua moluccensis,Aves,SR,NL,T,C
293,2016,Cacatua moluccensis,Aves,SR,NL,P,F
294,2016,Cacatua moluccensis,Aves,TW,SG,T,D
295,2016,Cacatua moluccensis,Aves,US,BS,Q,C
296,2016,Cacatua moluccensis,Aves,US,CA,P,W
297,2016,Cacatua moluccensis,Aves,US,CA,P,O
298,2016,Cacatua moluccensis,Aves,US,SG,S,C
299,2016,Cacatua sulphurea,Aves,BH,BE,T,C
300,2016,Cacatua sulphurea,Aves,BH,BE,T,C
301,2016,Cacatua sulphurea,Aves,CA,US,P,C
302,2016,Cacatua sulphurea,Aves,CH,ES,T,C
303,2016,Cacatua sulphurea,Aves,CH,FR,T,C
304,2016,Cacatua sulphurea,Aves,JP,SG,T,D
305,2016,Cacatua sulphurea,Aves,KR,PH,Z,C
306,2016,Cacatua sulphurea,Aves,LT,CA,P,F
307,2016,Cacatua sulphurea,Aves,NL,SG,M,C
308,2016,Cacatua sulphurea,Aves,NL,SG,S,C
309,2016,Cacatua sulphurea,Aves,NO,DK,T,C
310,2016,Cacatua sulphurea,Aves,NO,DK,T,C
311,2016,Cacatua sulphurea,Aves,NZ,ZA,T,C
312,2016,Cacatua sulphurea,Aves,PA,NL,T,C
313,2016,Cacatua sulphurea,Aves,TW,BE,T,C
314,2016,Cacatua sulphurea,Aves,TW,BE,T,C
315,2016,Cacatua sulphurea,Aves,TW,BE,T,C
316,2016,Cacatua sulphurea,Aves,TW,BE,T,C
317,2016,Cacatua sulphurea,Aves,TW,BE,T,C
318,2016,Cacatua sulphurea,Aves,TW,BE,T,F
319,2016,Cacatua sulphurea,Aves,TW,SG,B,C
320,2016,Cacatua sulphurea,Aves,US,CA,P,F
321,2016,Cacatua sulphurea,Aves,US,CA,P,C
322,2016,Cacatua sulphurea,Aves,US,SG,M,C
323,2016,Cacatua sulphurea,Aves,US,XX,P,F
324,2016,Cacatua sulphurea,Aves,XX,US,P,F
325,2016,Probosciger aterrimus,Aves,BG,UZ,T,C
326,2016,Probosciger aterrimus,Aves,CZ,ZA,P,C
327,2016,Probosciger aterrimus,Aves,DE,PH,M,C
328,2016,Probosciger aterrimus,Aves,DE,PH,B,C
329,2016,Probosciger aterrimus,Aves,DE,PH,T,C
330,2016,Probosciger aterrimus,Aves,DE,PH,M,C
331,2016,Probosciger aterrimus,Aves,DE,PH,M,C
332,2016,Probosciger aterrimus,Aves,DE,PH,S,C
333,2016,Probosciger aterrimus,Aves,FR,SG,Z,C
334,2016,Probosciger aterrimus,Aves,GR,PH,Z,C
335,2016,Probosciger aterrimus,Aves,IR,KW,T,C
336,2016,Probosciger aterrimus,Aves,NL,SG,M,C
337,2016,Probosciger aterrimus,Aves,NL,SG,S,C
338,2016,Probosciger aterrimus,Aves,PH,TH,B,C
339,2016,Probosciger aterrimus,Aves,SA,KW,P,C
340,2016,Probosciger aterrimus,Aves,SA,KW,T,C
341,2016,Probosciger aterrimus,Aves,US,SG,M,C
342,2016,Probosciger aterrimus,Aves,ZA,PL,Z,U
553,2016,Vicugna vicugna,Mammalia,BY,RU,Z,C
554,2016,Vicugna vicugna,Mammalia,CA,IT,T,W
555,2016,Vicugna vicugna,Mammalia,CH,IT,T,W
556,2016,Vicugna vicugna,Mammalia,CN,IT,T,W
557,2016,Vicugna vicugna,Mammalia,DE,CH,B,C
558,2016,Vicugna vicugna,Mammalia,FR,CH,T,W
559,2016,Vicugna vicugna,Mammalia,FR,CH,T,W
560,2016,Vicugna vicugna,Mammalia,FR,CH,T,W
561,2016,Vicugna vicugna,Mammalia,MX,FR,T,C
562,2016,Vicugna vicugna,Mammalia,RU,CZ,Z,C
563,2016,Vicugna vicugna,Mammalia,TR,IT,T,W
564,2016,Vicugna vicugna,Mammalia,US,IT,T,W
565,2016,Canis lupus,Mammalia,BE,CA,H,W
566,2016,Canis lupus,Mammalia,CA,AT,Q,O
567,2016,Canis lupus,Mammalia,DK,GL,S,W
568,2016,Speothos venaticus,Mammalia,RU,CZ,Z,C
569,2016,Speothos venaticus,Mammalia,RU,FR,Z,C
570,2016,Vultur gryphus,Aves,CH,DE,T,C
571,2016,Vultur gryphus,Aves,US,AR,S,W
572,2016,Vultur gryphus,Aves,US,AU,Z,F
573,2016,Vultur gryphus,Aves,US,PE,P,I
574,2016,Vultur gryphus,Aves,US,PL,P,I
575,2016,Callimico goeldii,Mammalia,ES,CH,Z,C
576,2016,Callimico goeldii,Mammalia,GB,CH,Z,C
577,2016,Leontopithecus chrysomelas,Mammalia,CN,CZ,T,C
578,2016,Leontopithecus chrysomelas,Mammalia,CN,CZ,Z,C
579,2016,Leontopithecus chrysomelas,Mammalia,CN,CZ,T,C
580,2016,Leontopithecus chrysomelas,Mammalia,CN,CZ,Z,C
581,2016,Leontopithecus chrysomelas,Mammalia,KR,CZ,Z,C
582,2016,Leontopithecus chrysomelas,Mammalia,MY,CZ,Z,C
583,2016,Leontopithecus chrysomelas,Mammalia,MY,DE,T,C
584,2016,Leontopithecus chrysopygus,Mammalia,JE,BR,Z,C
585,2016,Leontopithecus chrysopygus,Mammalia,JE,BR,Z,F
586,2016,Leontopithecus rosalia,Mammalia,CA,GB,Z,C
587,2016,Leontopithecus rosalia,Mammalia,CA,US,Z,C
588,2016,Leontopithecus rosalia,Mammalia,CZ,CH,Z,C
589,2016,Leontopithecus rosalia,Mammalia,FR,JE,Z,C
590,2016,Leontopithecus rosalia,Mammalia,SG,DE,Z,C
591,2016,Leontopithecus rosalia,Mammalia,TW,FR,T,O
592,2016,Saguinus oedipus,Mammalia,AU,NZ,Z,C
593,2016,Saguinus oedipus,Mammalia,CH,NL,Z,C
594,2016,Saguinus oedipus,Mammalia,CN,CZ,T,C
595,2016,Saguinus oedipus,Mammalia,GB,CH,Z,C
596,2016,Saguinus oedipus,Mammalia,HK,SG,Z,C
597,2016,Saguinus oedipus,Mammalia,IL,AT,Z,C
598,2016,Saguinus oedipus,Mammalia,IL,GB,M,O
599,2016,Saguinus oedipus,Mammalia,IL,NL,Z,C
600,2016,Saguinus oedipus,Mammalia,MD,AT,B,C
601,2016,Saguinus oedipus,Mammalia,NZ,AU,Z,C
602,2016,Saguinus oedipus,Mammalia,NZ,SK,Z,C
603,2016,Saguinus oedipus,Mammalia,RS,HU,Z,C
604,2016,Saguinus oedipus,Mammalia,RU,GB,M,O
605,2016,Saguinus oedipus,Mammalia,RU,LT,Z,C
606,2016,Saguinus oedipus,Mammalia,TR,DE,T,C
607,2016,Cercopithecus diana,Mammalia,BE,CA,P,F
608,2016,Cercopithecus diana,Mammalia,RU,AT,Z,C
609,2016,Macaca silenus,Mammalia,US,DE,Z,C
610,2016,Mandrillus sphinx,Mammalia,CN,CZ,Z,C
611,2016,Mandrillus sphinx,Mammalia,KP,CN,E,U
612,2016,Mandrillus sphinx,Mammalia,MY,CZ,T,C
613,2016,Mandrillus sphinx,Mammalia,US,CA,Z,C
614,2016,Mandrillus sphinx,Mammalia,US,FR,Z,C
615,2016,Mandrillus sphinx,Mammalia,UZ,RU,Z,C
616,2016,Piliocolobus kirkii,Mammalia,DE,TZ,S,W
617,2016,Pygathrix cinerea,Mammalia,DE,VN,S,W
618,2016,Pygathrix nemaeus,Mammalia,CZ,TH,Z,C
619,2016,Pygathrix nemaeus,Mammalia,DE,VN,S,C
620,2016,Pygathrix nemaeus,Mammalia,DE,VN,S,W
621,2016,Axis porcinus,Mammalia,AR,ZA,H,W
622,2016,Dama dama,Mammalia,KZ,UZ,Z,C
623,2016,Dama dama mesopotamica,Mammalia,DE,CH,T,C
624,2016,Hippocamelus spp.,Mammalia,US,XX,P,I
625,2016,Muntiacus crinifrons,Mammalia,KP,CN,E,U
626,2016,Pudu puda,Mammalia,JP,CL,Z,C
627,2016,Pudu puda,Mammalia,US,MX,Z,C
628,2016,Rucervus duvaucelii,Mammalia,IT,US,H,F
629,2016,Rucervus duvaucelii,Mammalia,MX,US,H,F
630,2016,Rucervus eldii,Mammalia,MX,US,H,C
631,2016,Cheirogaleus spp.,Mammalia,US,MG,S,W
632,2016,Cheirogaleus major,Mammalia,FR,US,S,W
633,2016,Microcebus spp.,Mammalia,DE,MG,S,W
634,2016,Microcebus spp.,Mammalia,DE,MG,S,W
635,2016,Microcebus spp.,Mammalia,US,MG,S,W
636,2016,Microcebus berthae,Mammalia,DE,MG,S,W
637,2016,Microcebus danfossi,Mammalia,DE,MG,S,W
638,2016,Microcebus griseorufus,Mammalia,DE,MG,S,W
639,2016,Microcebus lehilahytsara,Mammalia,US,MG,S,W
640,2016,Microcebus murinus,Mammalia,DE,MG,S,W
641,2016,Microcebus murinus,Mammalia,DE,MG,S,W
642,2016,Microcebus murinus,Mammalia,DE,MG,S,W
643,2016,Microcebus murinus,Mammalia,US,DE,S,C
644,2016,Microcebus murinus,Mammalia,US,DE,M,C
645,2016,Microcebus murinus,Mammalia,US,DE,S,C
646,2016,Microcebus ravelobensis,Mammalia,DE,MG,S,W
647,2016,Microcebus ravelobensis,Mammalia,DE,MG,S,W
648,2016,Microcebus ravelobensis,Mammalia,DE,MG,S,W
649,2016,Microcebus rufus,Mammalia,US,MG,M,I
650,2016,Microcebus rufus,Mammalia,US,MG,S,W
651,2016,Microcebus sambiranensis,Mammalia,DE,MG,S,W
652,2016,Microcebus tavaratra,Mammalia,US,PT,S,W
653,2016,Microcebus tavaratra,Mammalia,US,PT,S,I
654,2016,Mirza coquereli,Mammalia,DE,MG,S,W
655,2016,Mirza coquereli,Mammalia,DE,MG,S,W
656,2016,Pseudemydura umbrina,Reptilia,AU,US,S,W
657,2016,Pseudemydura umbrina,Reptilia,US,AU,S,W
658,2016,Caretta caretta,Reptilia,CH,FR,T,O
659,2016,Caretta caretta,Reptilia,DE,MG,S,W
660,2016,Caretta caretta,Reptilia,ES,GG,N,W
661,2016,Caretta caretta,Reptilia,ES,JE,N,W
662,2016,Caretta caretta,Reptilia,ES,JE,N,W
663,2016,Caretta caretta,Reptilia,FR,MC,S,W
664,2016,Caretta caretta,Reptilia,GR,LB,M,W
665,2016,Caretta caretta,Reptilia,JP,DE,Q,O
666,2016,Caretta caretta,Reptilia,JP,ZZ,S,X
667,2016,Caretta caretta,Reptilia,KR,JP,Z,F
668,2016,Caretta caretta,Reptilia,MC,CH,T,O
669,2016,Caretta caretta,Reptilia,TW,FR,T,O
670,2016,Caretta caretta,Reptilia,US,BM,S,W
671,2016,Caretta caretta,Reptilia,US,BM,S,W
